"","regiao","estado","municipio","coduf","codmun","codRegiaoSaude","nomeRegiaoSaude","data","semanaEpi","populacaoTCU2019","casosAcumulado","casosNovos","obitosAcumulado","obitosNovos","Recuperadosnovos","emAcompanhamentoNovos","interior/metropolitana"
"395","Brasil",NA,NA,76,NA,NA,NA,2021-03-23,12,210147125,12130019,82493,298676,3251,10601658,1229685,NA
"396","Brasil",NA,NA,76,NA,NA,NA,2021-03-24,12,210147125,12220011,89992,300685,2009,10689646,1229680,NA
"397","Brasil",NA,NA,76,NA,NA,NA,2021-03-25,12,210147125,12320169,100158,303462,2777,10772549,1244158,NA
"398","Brasil",NA,NA,76,NA,NA,NA,2021-03-26,12,210147125,12404414,84245,307112,3650,10824095,1273207,NA
"399","Brasil",NA,NA,76,NA,NA,NA,2021-03-27,12,210147125,12490362,85948,310550,3438,10879627,1300185,NA
"400","Brasil",NA,NA,76,NA,NA,NA,2021-03-28,13,210147125,12534688,44326,312206,1656,10912941,1309541,NA
"401","Brasil",NA,NA,76,NA,NA,NA,2021-03-29,13,210147125,12573615,38927,313866,1660,10969247,1290502,NA
"402","Brasil",NA,NA,76,NA,NA,NA,2021-03-30,13,210147125,12658109,84494,317646,3780,11074483,1265980,NA
"403","Brasil",NA,NA,76,NA,NA,NA,2021-03-31,13,210147125,12748747,90638,321515,3869,11169937,1257295,NA
"404","Brasil",NA,NA,76,NA,NA,NA,2021-04-01,13,210147125,12839844,91097,325284,3769,11239099,1275461,NA
"405","Brasil",NA,NA,76,NA,NA,NA,2021-04-02,13,210147125,12910082,70238,328206,2922,11276628,1305248,NA
"406","Brasil",NA,NA,76,NA,NA,NA,2021-04-03,13,210147125,12953597,43515,330193,1987,11305746,1317658,NA
"407","Brasil",NA,NA,76,NA,NA,NA,2021-04-04,14,210147125,12984956,31359,331433,1240,11357521,1296002,NA
"408","Brasil",NA,NA,76,NA,NA,NA,2021-04-05,14,210147125,13013601,28645,332752,1319,11436189,1244660,NA
"409","Brasil",NA,NA,76,NA,NA,NA,2021-04-06,14,210147125,13100580,86979,336947,4195,11558784,1204849,NA
"410","Brasil",NA,NA,76,NA,NA,NA,2021-04-07,14,210147125,13193205,92625,340776,3829,11664158,1188271,NA
"411","Brasil",NA,NA,76,NA,NA,NA,2021-04-08,14,210147125,13279857,86652,345025,4249,11732193,1202639,NA
"412","Brasil",NA,NA,76,NA,NA,NA,2021-04-09,14,210147125,13373174,93317,348718,3693,11791885,1232571,NA
"413","Brasil",NA,NA,76,NA,NA,NA,2021-04-10,14,210147125,13445006,71832,351334,2616,11838564,1255108,NA
"414","Brasil",NA,NA,76,NA,NA,NA,2021-04-11,15,210147125,13482023,37017,353137,1803,11880803,1248083,NA
"415","Brasil",NA,NA,76,NA,NA,NA,2021-04-12,15,210147125,13517808,35785,354617,1480,11957068,1206123,NA
"416","Brasil",NA,NA,76,NA,NA,NA,2021-04-13,15,210147125,13599994,82186,358425,3808,12074798,1166771,NA
"417","Brasil",NA,NA,76,NA,NA,NA,2021-04-14,15,210147125,13673507,73513,361884,3459,12170771,1140852,NA
"418","Brasil",NA,NA,76,NA,NA,NA,2021-04-15,15,210147125,13746681,73174,365444,3560,12236295,1144942,NA
"419","Brasil",NA,NA,76,NA,NA,NA,2021-04-16,15,210147125,13832455,85774,368749,3305,12298863,1164843,NA
"420","Brasil",NA,NA,76,NA,NA,NA,2021-04-17,15,210147125,13900091,67636,371678,2929,12344861,1183552,NA
"421","Brasil",NA,NA,76,NA,NA,NA,2021-04-18,16,210147125,13943071,42980,373335,1657,12391599,1178137,NA
"422","Brasil",NA,NA,76,NA,NA,NA,2021-04-19,16,210147125,13973695,30624,374682,1347,12460712,1138301,NA
"423","Brasil",NA,NA,76,NA,NA,NA,2021-04-20,16,210147125,14043076,69381,378003,3321,12561689,1103384,NA
"424","Brasil",NA,NA,76,NA,NA,NA,2021-04-21,16,210147125,14122795,79719,381475,3472,12646132,1095188,NA
"425","Brasil",NA,NA,76,NA,NA,NA,2021-04-22,16,210147125,14167973,45178,383502,2027,12673785,1110686,NA
"426","Brasil",NA,NA,76,NA,NA,NA,2021-04-23,16,210147125,14237078,69105,386416,2914,12711103,1139559,NA
"427","Brasil",NA,NA,76,NA,NA,NA,2021-04-24,16,210147125,14308215,71137,389492,3076,12766772,1151951,NA
"428","Brasil",NA,NA,76,NA,NA,NA,2021-04-25,17,210147125,14340787,32572,390797,1305,12809169,1140821,NA
"429","Brasil",NA,NA,76,NA,NA,NA,2021-04-26,17,210147125,14369423,28636,391936,1139,12879051,1098436,NA
"430","Brasil",NA,NA,76,NA,NA,NA,2021-04-27,17,210147125,14441563,72140,395022,3086,12992442,1054099,NA
"431","Brasil",NA,NA,76,NA,NA,NA,2021-04-28,17,210147125,14521289,79726,398185,3163,13091714,1031390,NA
"432","Brasil",NA,NA,76,NA,NA,NA,2021-04-29,17,210147125,14590678,69389,401186,3001,13152118,1037374,NA
"433","Brasil",NA,NA,76,NA,NA,NA,2021-04-30,17,210147125,14659011,68333,403781,2595,13194538,1060692,NA
"434","Brasil",NA,NA,76,NA,NA,NA,2021-05-01,17,210147125,14725975,66964,406437,2656,13242665,1076873,NA
"435","Brasil",NA,NA,76,NA,NA,NA,2021-05-02,18,210147125,14754910,28935,407639,1202,13278718,1068553,NA
"436","Brasil",NA,NA,76,NA,NA,NA,2021-05-03,18,210147125,14779529,24619,408622,983,13336476,1034431,NA
"437","Brasil",NA,NA,76,NA,NA,NA,2021-05-04,18,210147125,14856888,77359,411588,2966,13442996,1002304,NA
"438","Brasil",NA,NA,76,NA,NA,NA,2021-05-05,18,210147125,14930183,73295,414399,2811,13529572,986212,NA
"439","Brasil",NA,NA,76,NA,NA,NA,2021-05-06,18,210147125,15003563,73380,416949,2550,13591335,995279,NA
"440","Brasil",NA,NA,76,NA,NA,NA,2021-05-07,18,210147125,15082449,78886,419114,2165,13640478,1022857,NA
"441","Brasil",NA,NA,76,NA,NA,NA,2021-05-08,18,210147125,15145879,63430,421316,2202,13677668,1046895,NA
"442","Brasil",NA,NA,76,NA,NA,NA,2021-05-09,19,210147125,15184790,38911,422340,1024,13714135,1048315,NA
"443","Brasil",NA,NA,76,NA,NA,NA,2021-05-10,19,210147125,15209990,25200,423229,889,13759125,1027636,NA
"444","Brasil",NA,NA,76,NA,NA,NA,2021-05-11,19,210147125,15282705,72715,425540,2311,13847191,1009974,NA
"445","Brasil",NA,NA,76,NA,NA,NA,2021-05-12,19,210147125,15359397,76692,428034,2494,13924217,1007146,NA
"446","Brasil",NA,NA,76,NA,NA,NA,2021-05-13,19,210147125,15433989,74592,430417,2383,13979329,1024243,NA
